id_image,label,image_name,key_value,ingredients,json_format,json_format_clean,total_g,target,json_nutrition,ing_not_found
apple_pie/7_apple_pie_hostedLargeUrl.jpg,56,7_apple_pie_hostedLargeUrl.jpg,apple_pie,"butter,flour,sugar,brown sugar,apple,cinnamon,nut","{""apple_pie"": {""butter"": 113, ""flour"": 180, ""sugar"": 150, ""brown sugar"": 100, ""apple"": 680, ""cinnamon"": 2.60, ""nut"": 0.50}}","{'apple_pie': {'butter': 113, 'flour': 180, 'sugar': 150, 'brown sugar': 100, 'apple': 680, 'cinnamon': 2.6, 'nut': 0.5}}",1226.1,"[0.07722861104314493, 0.3915773591061088, 0.01745697740804176, 0.5137370524427045]","{'apple_pie': {'cal': 2781.19, 'fat': 0.07722861104314493, 'carb': 0.3915773591061088, 'protein': 0.01745697740804176, 'other': 0.5137370524427045}}","['cinnamon', 'nut']"
apple_pie/47_the_best_apple_pie_hostedLargeUrl.jpg,95,47_the_best_apple_pie_hostedLargeUrl.jpg,apple_pie,"flour,salt,shortening,sugar,nut,cinnamon,apple,butter","{""apple_pie"": {""flour"": 180, ""salt"": 5, ""shortening"": 113, ""sugar"": 150, ""nut"": 10, ""cinnamon"": 2.60, ""apple"": 680, ""butter"": 113}}","{'apple_pie': {'flour': 180, 'salt': 5, 'shortening': 113, 'sugar': 150, 'nut': 10, 'cinnamon': 2.6, 'apple': 680, 'butter': 113}}",1253.6,"[0.07553446075303127, 0.30481253988513085, 0.016994256541161455, 0.6026587428206764]","{'apple_pie': {'cal': 2401.19, 'fat': 0.07553446075303127, 'carb': 0.30481253988513085, 'protein': 0.016994256541161455, 'other': 0.6026587428206764}}","['shortening', 'nut', 'cinnamon']"
apple_pie/32_apple_mummy_pie!_hostedLargeUrl.jpg,81,32_apple_mummy_pie!_hostedLargeUrl.jpg,apple_pie,"flour,butter,caster sugar,cold water,orange,cinnamon,brown sugar,apple,apple,flour,amaretti,egg","{""apple_pie"": {""flour"": 180,""butter"": 113,""caster sugar"": 150,""cold water"": 240,""orange"": 1,""cinnamon"": 2.60,""brown sugar"": 150,""apple"": 680,""flour"": 180,""amaretti"": 100,""egg"": 1}}","{'apple_pie': {'flour': 180, 'butter': 113, 'caster sugar': 150, 'cold water': 240, 'orange': 1, 'cinnamon': 2.6, 'brown sugar': 150, 'apple': 680, 'amaretti': 100, 'egg': 1}}",1617.6,"[0.05853795746785362, 0.23444176557863503, 0.013268422354104846, 0.6937518545994066]","{'apple_pie': {'cal': 2389.6600000000003, 'fat': 0.05853795746785362, 'carb': 0.23444176557863503, 'protein': 0.013268422354104846, 'other': 0.6937518545994066}}","['caster sugar', 'cold water', 'cinnamon', 'amaretti', 'egg']"
apple_pie/26_apple_pie_hostedLargeUrl.jpg,75,26_apple_pie_hostedLargeUrl.jpg,apple_pie,"flour,salt,sugar,butter,ice water,apple,apple,brown sugar,cinnamon,nut,corn starch,lemon,egg","{""apple_pie"": {""flour"": 180, ""salt"": 2, ""sugar"": 150, ""butter"": 113, ""ice water"": 120, ""apple"": 340, ""brown sugar"": 60, ""cinnamon"": 2.60, ""nut"": 30, ""corn starch"": 15, ""lemon"": 15, ""egg"": 1}}","{'apple_pie': {'flour': 180, 'salt': 2, 'sugar': 150, 'butter': 113, 'ice water': 120, 'apple': 340, 'brown sugar': 60, 'cinnamon': 2.6, 'nut': 30, 'corn starch': 15, 'lemon': 15, 'egg': 1}}",1028.6,"[0.09144711258020612, 0.39701827727007594, 0.01998250048609761, 0.4915521096636204]","{'apple_pie': {'cal': 2513.7400000000002, 'fat': 0.09144711258020612, 'carb': 0.39701827727007594, 'protein': 0.01998250048609761, 'other': 0.4915521096636204}}","['ice water', 'cinnamon', 'nut', 'egg']"
apple_pie/23_apple_pie_hostedLargeUrl.jpg,72,23_apple_pie_hostedLargeUrl.jpg,apple_pie,"apple,brown sugar,sugar,lemon,flour,cinnamon,pie,butter","{""apple_pie"": {""apple"": 680, ""brown sugar"": 150, ""sugar"": 150, ""lemon"": 15, ""flour"": 180, ""cinnamon"": 2.60, ""pie"": 1, ""butter"": 113}}","{'apple_pie': {'apple': 680, 'brown sugar': 150, 'sugar': 150, 'lemon': 15, 'flour': 180, 'cinnamon': 2.6, 'pie': 1, 'butter': 113}}",1291.6,"[0.07334701145865594, 0.41070222979250554, 0.01673815422731496, 0.4992126045215236]","{'apple_pie': {'cal': 2975.54, 'fat': 0.07334701145865594, 'carb': 0.41070222979250554, 'protein': 0.01673815422731496, 'other': 0.4992126045215236}}","['cinnamon', 'pie']"
apple_pie/3_easy_homemade_apple_pie_hostedLargeUrl.jpg,52,3_easy_homemade_apple_pie_hostedLargeUrl.jpg,apple_pie,"crust,flour,salt,oil,milk,apple,brown sugar,flour,cinnamon","{""apple_pie"": {""crust"": 1, ""flour"": 180, ""salt"": 1, ""oil"": 30, ""milk"": 240, ""apple"": 680, ""brown sugar"": 150, ""flour"": 180, ""cinnamon"": 2.60}}","{'apple_pie': {'crust': 1, 'flour': 180, 'salt': 1, 'oil': 30, 'milk': 240, 'apple': 680, 'brown sugar': 150, 'cinnamon': 2.6}}",1284.6,"[0.02936322590689709, 0.30437490269344547, 0.022536198038299857, 0.6437256733613577]","{'apple_pie': {'cal': 1967.3000000000002, 'fat': 0.02936322590689709, 'carb': 0.30437490269344547, 'protein': 0.022536198038299857, 'other': 0.6437256733613577}}","['crust', 'cinnamon']"
apple_pie/30_apple_pie_hostedLargeUrl.jpg,79,30_apple_pie_hostedLargeUrl.jpg,apple_pie,"apple,sugar,flour,cinnamon,nut,butter,vanilla bean","{""apple_pie"": {""apple"": 680, ""sugar"": 150, ""flour"": 180, ""cinnamon"": 2.60, ""nut"": 0.50, ""butter"": 113, ""vanilla bean"": 1}}","{'apple_pie': {'apple': 680, 'sugar': 150, 'flour': 180, 'cinnamon': 2.6, 'nut': 0.5, 'butter': 113, 'vanilla bean': 1}}",1127.1,"[0.08401206636500755, 0.33902315677402184, 0.01890160589122527, 0.5580631709697453]","{'apple_pie': {'cal': 2401.19, 'fat': 0.08401206636500755, 'carb': 0.33902315677402184, 'protein': 0.01890160589122527, 'other': 0.5580631709697453}}","['cinnamon', 'nut', 'vanilla bean']"
apple_pie/9_brown_bag_apple_pie_hostedLargeUrl.jpg,58,9_brown_bag_apple_pie_hostedLargeUrl.jpg,apple_pie,"pie,apple,sugar,flour,cinnamon,lemon,butter","{""apple_pie"": {""pie"": 1, ""apple"": 680, ""sugar"": 150, ""flour"": 180, ""cinnamon"": 2.60, ""lemon"": 15, ""butter"": 113}}","{'apple_pie': {'pie': 1, 'apple': 680, 'sugar': 150, 'flour': 180, 'cinnamon': 2.6, 'lemon': 15, 'butter': 113}}",1141.6,"[0.0829844078486335, 0.3358996145760337, 0.018806061667834616, 0.5623099159074982]","{'apple_pie': {'cal': 2405.54, 'fat': 0.0829844078486335, 'carb': 0.3358996145760337, 'protein': 0.018806061667834616, 'other': 0.5623099159074982}}","['pie', 'cinnamon']"
apple_pie/48_perfect_apple_pie_hostedLargeUrl.jpg,96,48_perfect_apple_pie_hostedLargeUrl.jpg,apple_pie,"pie,apple,sugar,flour,cinnamon,salt,nut,vanilla,lemon","{""apple_pie"": {""pie"": 1, ""apple"": 680, ""sugar"": 150, ""flour"": 180, ""cinnamon"": 2.60, ""salt"": 2, ""nut"": 0.50, ""vanilla"": 1, ""lemon"": 15}}","{'apple_pie': {'pie': 1, 'apple': 680, 'sugar': 150, 'flour': 180, 'cinnamon': 2.6, 'salt': 2, 'nut': 0.5, 'vanilla': 1, 'lemon': 15}}",1032.1,"[0.0031053192520104646, 0.3714271872880535, 0.019925394826082743, 0.6055420986338533]","{'apple_pie': {'cal': 1595.33, 'fat': 0.0031053192520104646, 'carb': 0.3714271872880535, 'protein': 0.019925394826082743, 'other': 0.6055420986338533}}","['pie', 'cinnamon', 'nut', 'vanilla']"
apple_pie/25_mom's_apple_pie_hostedLargeUrl.jpg,74,25_mom's_apple_pie_hostedLargeUrl.jpg,apple_pie,"crust,sugar,flour,cinnamon,nut,salt,apple,butter","{""apple_pie"": {""crust"": 1, ""sugar"": 150, ""flour"": 180, ""cinnamon"": 2.60, ""nut"": 0.50, ""salt"": 2.50, ""apple"": 680, ""butter"": 113}}","{'apple_pie': {'crust': 1, 'sugar': 150, 'flour': 180, 'cinnamon': 2.6, 'nut': 0.5, 'salt': 2.5, 'apple': 680, 'butter': 113}}",1129.6,"[0.08382613314447593, 0.3382728399433428, 0.018859773371104817, 0.5590412535410765]","{'apple_pie': {'cal': 2401.19, 'fat': 0.08382613314447593, 'carb': 0.3382728399433428, 'protein': 0.018859773371104817, 'other': 0.5590412535410765}}","['crust', 'cinnamon', 'nut']"
apple_pie/5_apple_pie_hostedLargeUrl.jpg,54,5_apple_pie_hostedLargeUrl.jpg,apple_pie,"sugar,cinnamon,flour,lemon,apple","{""apple_pie"": {""sugar"": 150,""cinnamon"": 2.60,""flour"": 180, ""lemon"": 15,""apple"": 680}}","{'apple_pie': {'sugar': 150, 'cinnamon': 2.6, 'flour': 180, 'lemon': 15, 'apple': 680}}",1027.6,"[0.0031189178668742704, 0.3730537173997665, 0.020012650836901517, 0.6038147138964578]","{'apple_pie': {'cal': 1595.33, 'fat': 0.0031189178668742704, 'carb': 0.3730537173997665, 'protein': 0.020012650836901517, 'other': 0.6038147138964578}}",['cinnamon']
apple_pie/17_apple_pie_hostedLargeUrl.jpg,66,17_apple_pie_hostedLargeUrl.jpg,apple_pie,"apple,butter,flour,sugar,brown sugar,cinnamon,water,nut,vanilla,pie","{""apple_pie"": {""apple"": 680,""butter"": 113,""flour"": 180,""sugar"": 150,""brown sugar"": 100,""cinnamon"": 2.60,""water"": 240,""nut"": 10,""vanilla"": 1,""pie"": 1}}","{'apple_pie': {'apple': 680, 'butter': 113, 'flour': 180, 'sugar': 150, 'brown sugar': 100, 'cinnamon': 2.6, 'water': 240, 'nut': 10, 'vanilla': 1, 'pie': 1}}",1477.6,"[0.0640836491608013, 0.32492758527341636, 0.0144856524093124, 0.59650311315647]","{'apple_pie': {'cal': 2781.19, 'fat': 0.0640836491608013, 'carb': 0.32492758527341636, 'protein': 0.0144856524093124, 'other': 0.59650311315647}}","['cinnamon', 'nut', 'vanilla', 'pie']"
apple_pie/15_apple_pie_hostedLargeUrl.jpg,64,15_apple_pie_hostedLargeUrl.jpg,apple_pie,"flour,sugar,salt,oil,milk,apple,cinnamon,butter","{""apple_pie"": {""flour"": 180,""sugar"": 150,""salt"": 2.5,""oil"": 113,""milk"": 240,""apple"": 680,""cinnamon"": 2.60,""butter"": 113}}","{'apple_pie': {'flour': 180, 'sugar': 150, 'salt': 2.5, 'oil': 113, 'milk': 240, 'apple': 680, 'cinnamon': 2.6, 'butter': 113}}",1481.1,"[0.14330565120518535, 0.26609479440956046, 0.020055364256295994, 0.5705441901289582]","{'apple_pie': {'cal': 3525.222, 'fat': 0.14330565120518535, 'carb': 0.26609479440956046, 'protein': 0.020055364256295994, 'other': 0.5705441901289582}}",['cinnamon']
apple_pie/0_spiced_apple_lattice_pie_hostedLargeUrl.jpg,49,0_spiced_apple_lattice_pie_hostedLargeUrl.jpg,apple_pie,"apple,lemon,cinnamon,mixed spice,vanilla pod,salt,brown sugar,puff,egg,sugar","{""apple_pie"": {""apple"": 680,""lemon"": 15,""cinnamon"": 2.60,""mixed spice"": 2.50,""vanilla pod"": 1,""salt"": 2,""brown sugar"": 150,""puff"": 180,""egg"": 1,""sugar"": 150}}","{'apple_pie': {'apple': 680, 'lemon': 15, 'cinnamon': 2.6, 'mixed spice': 2.5, 'vanilla pod': 1, 'salt': 2, 'brown sugar': 150, 'puff': 180, 'egg': 1, 'sugar': 150}}",1184.1,"[0.0011865551895954734, 0.33236213157672495, 0.001988852292880669, 0.664462460940799]","{'apple_pie': {'cal': 1509.95, 'fat': 0.0011865551895954734, 'carb': 0.33236213157672495, 'protein': 0.001988852292880669, 'other': 0.664462460940799}}","['cinnamon', 'mixed spice', 'vanilla pod', 'puff', 'egg']"
apple_pie/46_placatory_pregnancy_apple_pie_hostedLargeUrl.jpg,94,46_placatory_pregnancy_apple_pie_hostedLargeUrl.jpg,apple_pie,"flour,caster sugar,salt,butter,egg,cinnamon,apple,egg","{""apple_pie"": {""flour"": 180,""caster sugar"": 150,""salt"": 2.50,""butter"": 113,""egg"": 2,""cinnamon"": 2.60,""apple"": 680,""lemon"": 15}}","{'apple_pie': {'flour': 180, 'caster sugar': 150, 'salt': 2.5, 'butter': 113, 'egg': 2, 'cinnamon': 2.6, 'apple': 680, 'lemon': 15}}",1145.1,"[0.08273076587197625, 0.20388001047943413, 0.018748580909964195, 0.6946406427386255]","{'apple_pie': {'cal': 1823.54, 'fat': 0.08273076587197625, 'carb': 0.20388001047943413, 'protein': 0.018748580909964195, 'other': 0.6946406427386255}}","['caster sugar', 'egg', 'cinnamon']"
apple_pie/21_szarlotka_(polish_apple_pie)_hostedLargeUrl.jpg,70,21_szarlotka_(polish_apple_pie)_hostedLargeUrl.jpg,apple_pie,"flour,sugar,baking,butter,egg,egg,apple,cinnamon","{""apple_pie"": {""flour"": 180,""sugar"": 150,""baking"": 10,""butter"": 113,""egg"": 2,""apple"": 680,""cinnamon"": 2.60}}","{'apple_pie': {'flour': 180, 'sugar': 150, 'baking': 10, 'butter': 113, 'egg': 2, 'apple': 680, 'cinnamon': 2.6}}",1137.6,"[0.08323663853727145, 0.33589398734177217, 0.018727144866385374, 0.562142229254571]","{'apple_pie': {'cal': 2401.19, 'fat': 0.08323663853727145, 'carb': 0.33589398734177217, 'protein': 0.018727144866385374, 'other': 0.562142229254571}}","['baking', 'egg', 'cinnamon']"
apple_pie/12_magically_fast_apple_pie_hostedLargeUrl.jpg,61,12_magically_fast_apple_pie_hostedLargeUrl.jpg,apple_pie,"pie,apple,cinnamon,water,vanilla ice","{""apple_pie"": {""pie"": 1, ""apple"": 680, ""cinnamon"": 2.60, ""water"": 0, ""vanilla ice"": 0}}","{'apple_pie': {'pie': 1, 'apple': 680, 'cinnamon': 2.6, 'water': 0, 'vanilla ice': 0}}",683.6,"[0.001989467524868344, 0.13926272674078408, 0.002984201287302516, 0.855763604447045]","{'apple_pie': {'cal': 353.6, 'fat': 0.001989467524868344, 'carb': 0.13926272674078408, 'protein': 0.002984201287302516, 'other': 0.855763604447045}}","['pie', 'cinnamon', 'vanilla ice']"
apple_pie/35_apple_pie_hostedLargeUrl.jpg,84,35_apple_pie_hostedLargeUrl.jpg,apple_pie,"apple,flour,sugar,lemon,cinnamon,egg,ice water,salt,shortening,butter","{""apple_pie"": {""apple"": 680, ""flour"": 180, ""sugar"": 150, ""lemon"": 15, ""cinnamon"": 2.60, ""egg"": 1, ""ice water"": 240, ""salt"": 3, ""shortening"": 113, ""butter"": 113}}","{'apple_pie': {'apple': 680, 'flour': 180, 'sugar': 150, 'lemon': 15, 'cinnamon': 2.6, 'egg': 1, 'ice water': 240, 'salt': 3, 'shortening': 113, 'butter': 113}}",1497.6,"[0.06325787927350428, 0.2560516826923077, 0.014335603632478633, 0.6663548344017094]","{'apple_pie': {'cal': 2405.54, 'fat': 0.06325787927350428, 'carb': 0.2560516826923077, 'protein': 0.014335603632478633, 'other': 0.6663548344017094}}","['cinnamon', 'egg', 'ice water', 'shortening']"
apple_pie/44_classic_american_apple_pie_hostedLargeUrl.jpg,92,44_classic_american_apple_pie_hostedLargeUrl.jpg,apple_pie,"flour,ice water,butter,sugar,salt,apple,brown sugar,cinnamon","{""apple_pie"": {""flour"": 180, ""ice water"": 0, ""butter"": 113, ""sugar"": 150, ""salt"": 1.5, ""apple"": 680, ""brown sugar"": 100, ""cinnamon"": 2.60}}","{'apple_pie': {'flour': 180, 'ice water': 0, 'butter': 113, 'sugar': 150, 'salt': 1.5, 'apple': 680, 'brown sugar': 100, 'cinnamon': 2.6}}",1227.1,"[0.07716567516909788, 0.3912582511612746, 0.017442751202021028, 0.5141333224676066]","{'apple_pie': {'cal': 2781.19, 'fat': 0.07716567516909788, 'carb': 0.3912582511612746, 'protein': 0.017442751202021028, 'other': 0.5141333224676066}}","['ice water', 'cinnamon']"
apple_pie/37_slab_apple_pie_with_easy_crumb_top_hostedLargeUrl.jpg,86,37_slab_apple_pie_with_easy_crumb_top_hostedLargeUrl.jpg,apple_pie,"pie,apple,sugar,lemon,cinnamon,flour,butter,brown sugar,nut","{""apple_pie"": {""pie"": 1, ""apple"": 680, ""sugar"": 150, ""lemon"": 15, ""cinnamon"": 2.60, ""flour"": 180, ""butter"": 113, ""brown sugar"": 150, ""nut"": 0.50}}","{'apple_pie': {'pie': 1, 'apple': 680, 'sugar': 150, 'lemon': 15, 'cinnamon': 2.6, 'flour': 180, 'butter': 113, 'brown sugar': 150, 'nut': 0.5}}",1292.1,"[0.0733186285891185, 0.41054330160204316, 0.016731677114774395, 0.49940639269406384]","{'apple_pie': {'cal': 2975.54, 'fat': 0.0733186285891185, 'carb': 0.41054330160204316, 'protein': 0.016731677114774395, 'other': 0.49940639269406384}}","['pie', 'cinnamon', 'nut']"
apple_pie/16_apple_pie_hostedLargeUrl.jpg,65,16_apple_pie_hostedLargeUrl.jpg,apple_pie,"apple,lemon,flour,vanilla,nut,cinnamon,brown sugar,sugar,dough,egg,milk","{""apple_pie"": {""apple"": 680, ""lemon"": 15, ""flour"": 180, ""vanilla"": 2.60, ""nut"": 0.50, ""cinnamon"": 2.60, ""brown sugar"": 150, ""sugar"": 150, ""dough"": 1, ""egg"": 1, ""milk"": 240}}","{'apple_pie': {'apple': 680, 'lemon': 15, 'flour': 180, 'vanilla': 2.6, 'nut': 0.5, 'cinnamon': 2.6, 'brown sugar': 150, 'sugar': 150, 'dough': 1, 'egg': 1, 'milk': 240}}",1422.7,"[0.005457932100934842, 0.381211780417516, 0.020464609545230893, 0.5928656779363183]","{'apple_pie': {'cal': 2287.73, 'fat': 0.005457932100934842, 'carb': 0.381211780417516, 'protein': 0.020464609545230893, 'other': 0.5928656779363183}}","['vanilla', 'nut', 'cinnamon', 'dough', 'egg']"
apple_pie/27_apple_pie_hostedLargeUrl.jpg,76,27_apple_pie_hostedLargeUrl.jpg,apple_pie,"apple,flour,sugar,salt,gin,cinnamon,pie","{""apple_pie"": {""apple"": 680, ""flour"": 180, ""sugar"": 150, ""salt"": 0.50, ""gin"": 30, ""cinnamon"": 2.60, ""pie"": 1}}","{'apple_pie': {'apple': 680, 'flour': 180, 'sugar': 150, 'salt': 0.5, 'gin': 30, 'cinnamon': 2.6, 'pie': 1}}",1044.1,"[0.003026530025859592, 0.3658653385691026, 0.019538358394789773, 0.6115697730102481]","{'apple_pie': {'cal': 1590.98, 'fat': 0.003026530025859592, 'carb': 0.3658653385691026, 'protein': 0.019538358394789773, 'other': 0.6115697730102481}}","['gin', 'cinnamon', 'pie']"
